country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
US,This pink blend of Mourvèdre and Grenache shows rosy aromas as well as a bitter orange scent and yeasty qualities. The palate is light in both flavor and texture but makes for a refreshing hot day sipper.,,86,16.0,California,Ventura County,Central Coast,Matt Kettmann,@mattkettmann,Clos des Amis 2016 Rosé (Ventura County),Rosé,Clos des Amis
Italy,"Morellino di Scansano is an up-and-coming red wine from Southern Tuscany that is easy and fun to drink. This ruby-colored expression delivers fresh tones of cherry and red currants and it has a soothing, soft texture in the mouth thanks to one year of oak aging.",Riserva,88,24.0,Tuscany,Morellino di Scansano,,,,Val delle Rose 2005 Riserva  (Morellino di Scansano),Sangiovese,Val delle Rose
US,"This holds 60% Cabernet Sauvignon, 39% Zinfandel and 1% Petit Verdot. It satisfies in dusty dried cranberry and chocolate components, offering all-around balance with a shot of brawn, the latter most likely from the Cab's birthplace on Howell Mountain.",C Blend,90,52.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Paraduxx 2011 C Blend Red (Napa Valley),Red Blend,Paraduxx
US,"Soft, sweet and gluey. A hard wine to like despite rich raspberry and mocha flavors.",,81,22.0,California,Paso Robles,Central Coast,,,Ursa 2006 Petite Sirah (Paso Robles),Petite Sirah,Ursa
US,Spine tingling acidity and sharp lemon and lime flavors mark this zesty dry Trebbiano. Crisp green apple and nectarine notes fill out the midpalate a bit. The finish is brisk and clean.,,86,22.0,New York,"The Hamptons, Long Island",Long Island,Anna Lee C. Iijima,,"Wölffer 2014 Trebbiano (The Hamptons, Long Island)",Trebbiano,Wölffer
Portugal,"This is a limited production wine—a selection of the winemakers. It is still very young, structured and rich. The tannins are firm and solid at this stage giving the basis for a ripe and fruity wine to develop. It's an impressive wine that can be drunk soon, although which will also age well. Drink from late 2016 and until 2024.",Herdade de São Miguel Escolha dos Enólogos,93,30.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2014 Herdade de São Miguel Escolha dos Enólogos Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas
France,"A structured, crisp and mineral-driven wine, this merely hints at raspberry flavors but is dedicated to a steely character. That suggests youth, and the wine, with its tense texture, could well age over several more years. For now, this is an impressive wine that demands pairing with food.",Brut Rosé,93,72.0,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer 2007 Brut Rosé  (Champagne),Champagne Blend,Louis Roederer
France,"Notions of ripe, yellow apple peel signals that this is a more rounded, slightly more oxidative style, boasting a bready, autolytic backbone. With its rounded yet fresh character, this would make an ideal winter apéritif. Savor the beautiful oatmeal finish.",Blanc de Noirs,90,32.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine François Schmitt NV Blanc de Noirs Pinot Noir (Crémant d'Alsace),Pinot Noir,Domaine François Schmitt
US,"With massive fruit and power, this low production (300 case) Zinfandel will make lovers of the Shelton style exult, while others might find it lacking elegance. But there's no doubting the potency of the wild berry, licorice, cola, cedar and spice flavors, which earn this wine its high score.",Bacchus Laureate Reserve,91,52.0,California,Dry Creek Valley,Sonoma,,,Carol Shelton 2006 Bacchus Laureate Reserve Zinfandel (Dry Creek Valley),Zinfandel,Carol Shelton
France,"This juicy, wood-aged Pierre Lurton wine has very ripe fruit. That gives it richness with black-plum fruits and a dense texture. A bitter coffee flavor shows through the fruit. It needs time, so drink from 2018.",,86,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Marjosse 2015  Bordeaux,Bordeaux-style Red Blend,Château Marjosse
Italy,"The nose is initially subdued but eventually reveals inviting aromas of spiced plum, leather, vanilla and a whiff of blue flower. The structured but elegant palate conveys blackberry, dried cherry, mint, savory herb and clove alongside bracing but fine-grained tannins and bright acidity. The lingering finish ends on a licorice note. Drink 2016–2023.",Masseria Maime,91,35.0,Southern Italy,Salento,,Kerin O’Keefe,@kerinokeefe,Tormaresca 2012 Masseria Maime Negroamaro (Salento),Negroamaro,Tormaresca
Italy,"This is a fabulous take on Verdicchio from 30-year-old vines that boasts a golden color and generous tones of sweet honey, passion fruit, perfumed white flower and mature peach. Feminine and silky in texture, it also has a viscous, creamy side that aids in establishing a broader, richer mouthfeel.",Casal di Serra Vecchie Vigne,89,22.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,,,Umani Ronchi 2004 Casal di Serra Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Umani Ronchi
US,"From a 40-plus-year-old vineyard, this peppery wine is dry, fruity and bold. It combines peach, apple and orange fruit flavors with a lusciously full-bodied mouthfeel that's also layered and well structured. Drink now and over the next decade.",Old Vine,92,25.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Hyland 2016 Old Vine Riesling (McMinnville),Riesling,Hyland
US,"Honig's basic Napa Cab is a pleasant wine to drink now. It shows an elegance of tannins and acids, with well-ripened blackberry, black currant and cedar flavors that finish with refinement.",,89,45.0,California,Napa Valley,Napa,,,Honig 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Honig
US,"Balanced for dinner time, and sophisticated in aromas and flavors, this wine stands apart from the pack. The boysenberry and cedar aromas are tempting, and the vivid cherry and berry flavors are satisfying. Enough tannins and acid are woven in to keep the wine refreshing.",Old Vine,91,29.0,California,Mokelumne River,Central Valley,Jim Gordon,@gordone_cellars,Brooklyn Winery 2012 Old Vine Zinfandel (Mokelumne River),Zinfandel,Brooklyn Winery
France,"Definitely on the dry side, showing the tannic face of Pinot Noir. This is a serious wine that reflects its status as a premier cru, a powerful mix of cranberry fruits and dark tannins, but marked by a hot, hard aftertaste.",Les Chaillots Premier Cru,88,60.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Louis Latour 2005 Les Chaillots Premier Cru  (Aloxe-Corton),Pinot Noir,Louis Latour
US,"Great acidity on this wine, with a squirt of lime juice giving it needed zest. The wine itself is simple, lush and fruity, with peach and pineapple flavors.",Courtney's,86,27.0,California,Sta. Rita Hills,Central Coast,,,Lincourt 2010 Courtney's Chardonnay (Sta. Rita Hills),Chardonnay,Lincourt
France,"Slight yeasty funk still hangs over the nose. The palate immediately comes in with driven force and incredible energy. There is pith and zest, stone and smoke, but for now the fruit is hidden at the core. Great concentration adds to the drive and dynamic here. This is warm and ripe, but still incisive—it's not showing its true colors yet. Drink 2020—2030.",Roche Volcanique,93,55.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Roche Volcanique Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
Italy,"Polished and sleek, this wine opens with tropical fruit and citrus aromas. The steely palate offers grapefruit, lemon zest and nectarine alongside energizing mineral and fresh acidity. It has a clean, refreshing finish.",Anthologia,88,30.0,Southern Italy,Falerno del Massico,,Kerin O’Keefe,@kerinokeefe,Masseria Felicia 2012 Anthologia Falanghina (Falerno del Massico),Falanghina,Masseria Felicia
US,"Frankly delicious, offering wave after wave of black cherry jam, red currant, licorice, mocha, vanilla and buttered cinnamon toast flavors, wrapped into soft, smooth tannins.",Gesture,88,35.0,California,Paso Robles,Central Coast,,,J. Lohr 2010 Gesture G-S-M (Paso Robles),G-S-M,J. Lohr
Australia,"This is the sort of Chardonnay that first put Australia on the radar of many American wine drinkers. It fits the “cheap and cheerful” description to a tee, offering hints of toast, medium body and clean, refreshing fruit flavors of pear, melon and pineapple. Drink now.",,86,9.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,St. Kilda 2014 Chardonnay (South Eastern Australia),Chardonnay,St. Kilda
France,"In place of freshness this pale-colored wine is ripe and has weight, which brings out rounded red fruits with a touch of spice and pepper. The acidity comes through slowly at the end.",La Vie en Rose,87,20.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Roubine 2014 La Vie en Rose Rosé (Côtes de Provence),Rosé,Château Roubine
US,"The Estate Vineyard bottling shows a definite meaty, almost Rhone-like aroma, but this is no Syrah. It's a very elegant, light, sultry bottle of Pinot Noir. The tart black cherry and currant fruit is shadowed by smoke and cinnamon, but the balance throughout is light and delicate.",Estate Vineyard,90,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2006 Estate Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
France,"This herbal wine is full of crisp green fruit. It has lively grapefruit and lime flavors as well as tangy acidity. Spicy on the finish, it's ready to drink now.",,87,15.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Berthenon 2016  Blaye Côtes de Bordeaux,Sauvignon Blanc,Château Berthenon
France,"The Layon valley vineyards produce deliciously honeyed wines like this one. There is botrytis here that gives a light texture to the wine, along with apricot fruit. With this richness, there is also refreshing crisp acidity. Worth aging 4–5 years but already delicious.",Le Savetier,90,25.0,Loire Valley,Coteaux du Layon,,Roger Voss,@vossroger,Château la Varière 2011 Le Savetier Chenin Blanc (Coteaux du Layon),Chenin Blanc,Château la Varière
France,"Still with its tannins firmly in place, this is a structured wine. It has a dry core surrounded by bold black fruits and kept in place with acidity. The wine, mainly Malbec with some Merlot added to soften will be ready to drink from 2017.",Tradition,87,17.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château de Gaudou 2015 Tradition Malbec-Merlot (Cahors),Malbec-Merlot,Château de Gaudou
France,"Elegant and stylish, this wine showcases texture as much as fruit. Wood aging, ripe apple and apricot flavors, and fine acidity all come together in a balanced whole. The use of the wood is exemplary, accenting the wine's mineral texture, fruit and acidity. Age this fine wine and drink from 2017.",Les Levrons,94,,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Patrick Javillier 2011 Les Levrons  (Puligny-Montrachet),Chardonnay,Patrick Javillier
Italy,"Full-bodied but accessible, this delivers ripe dark cherry, plum, black pepper and clove flavors. Fresh and balanced with polished tannins, it's already drinking well. Drink through 2019.",,89,40.0,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Campo della Maestà 2009  Montefalco Sagrantino,Sagrantino,Campo della Maestà
Italy,"This rather deeply hued, yellow-gold wine offers aromas suggesting orchard fruit, toasted almond and crushed rock. The palate shows tart apple and green pear accompanied by vibrant acidity.",,86,15.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Marco Scolaris 2014 Pinot Grigio (Collio),Pinot Grigio,Marco Scolaris
France,"90-92. Barrel sample. There are some reductive, meaty aromas on this barrel sample, but the palate still shows the fine potential of this wine. It has all the weight and richness of the vintage, with underlying crisp acidity.",Barrel Sample,91,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Filhot 2011 Barrel Sample  (Sauternes),Bordeaux-style White Blend,Château Filhot
US,"Hints of lime skin, squeezed pink grapefruit and touches of petrol and quinine hit on the nose of this wine from a newish regional producer. There's a strong pithy character to the palate, where apple skins and a nearly white pepper sensation trend toward a botanical profile. It's intriguingly racy.",,87,20.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,McKinney 2014 Viognier (Santa Ynez Valley),Viognier,McKinney
France,"From the Seysses family of Domaine Dujac in Burgundy, this wine hails from east of Aix-en-Provence. It's crisp and fruity with red currant brightness. Acidity and tangy citrus give it a fresh feel. Drink now.",,88,,France Other,Mediterranée,,Roger Voss,@vossroger,Triennes 2016 Rosé (Mediterranée),Rosé,Triennes
France,"Powerful and rich, from superripe grapes, this wine follows a style in Bordeaux that seems to want to make white Burgundy. It is creamy, rounded, spicy from toast, with white fruits, only a touch of citrus, and a full, intense aftertaste.",,89,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tour de Mirambeau 2007  Bordeaux Blanc,Bordeaux-style White Blend,Château Tour de Mirambeau
Portugal,"The wine is all fruit, so fresh and crisp and light. Sliced apples and sharp lime juice are swirled around with so much acidity that the wine just dances in the glass. This is delicious and ready to drink.",Pluma,86,14.0,Minho,,,Roger Voss,@vossroger,Casa de Vila Verde 2014 Pluma Alvarinho (Minho),Alvarinho,Casa de Vila Verde
US,"Mainly Petite Sirah, this wine has a hot, baked taste, like cherry pie filling that burbled out of the crust and got burnt and caramelized in the oven. Drink now.",47.5,84,35.0,California,Lodi,Central Valley,,,Borra 2006 47.5 Red (Lodi),Red Blend,Borra
